Company/Brand,Sector,HeadQuarter,Year,Investor,Amount
CoreStack,Technology,Chennai,2020,Naya Ventures,8500000.0
Vivriti Capital,Finance,Chennai,2020,LGT Lightstone Aspada,50000000.0
Agnikul,Spacetech,Chennai,2020,pi Ventures,3148000.0
Fintso,Finance,Bangalore,2020,"Rajeev Juneja, Pratul Shroff, Dilip Khandelwal, Piyush Gupta",2600000.0
Khatabook,Finance,Bangalore,2020,Mahendra Singh Dhoni,0.0
Smart Coin,Finance,Bangalore,2020,LGT LightstoneAspada,7000000.0
ZunRoof,Cleantech,Gurugram,2020,Godrej Investments,3000000.0
Shop101,Social e-commerce,Bangalore,2020,"Stellaris Venture Partners, Unilever Ventures, Kalaari Capital, Vy Capital",3900000.0
OM Bhakti,FMCG,Bangalore,2020,Venture Catalysts,0.0
Lal10,B2B,Uttar Pradesh,2020,Sorenson Impact,1100000.0
Anaxee Digital Runner,Information Technology,Indore,2020,Orios Venture Partners,0.0
CollegeKhabri,EdTech,Bhopal,2020,Vishal Dixit,0.0
Ola Electric,eMobility,Bangalore,2020,Pawan Munjal Family Trust Fund,1000000.0
Multi Living,Real Estate,Mumbai,2020,Lodha Ventures,6000000.0
FamPay,Finance,Bangalore,2020,"Y Combinator, Venture Highway, Sequoia India, Global Founders Capital",4700000.0
UnboxRobotics Labs,Automation tech,Bangalore,2020,"Arali Ventures, CIIE.CO",500000.0
Karbon Card,Finance,Bangalore,2020,"Kunal Shah, Amrish Rau, Jitendra Gupta",2000000.0
Airmeet,Media & Networking,Bangalore,2020,Accel India,3000000.0
Innerchef,Foodtech,Gurugram,2020,Mistletoe,1000000.0
Epigamia,FMCG,Mumbai,2020,KA Enterprise,2558000.0
StyleNook,E-Commerce,Mumbai,2020,"Lead Angels Network, Stanford Angels",0.0
Callido Learning,EdTech,Mumbai,2020,Education Catalyst Fund,0.0
Soxytoes,E-Commerce,New Delhi,2020,Angel network,0.0
F5,E-Commerce,New Delhi,2020,LetsVenture investors,0.0
Paper Boat,Food,Bangalore,2020,"Advent Management, A91 Emerging Fund, Trifecta Venture",4049500.0
Strata,Proptech,Bangalore,2020,"SAIF Partners, Mayfield India",1500000.0
Salesken,AI & Data science,Bangalore,2020,Sequoia India,8000000.0
Arya,Agritech,Noida,2020,LGT Lightstone Aspada,6000000.0
Leap Finance,Finance,Bangalore,2020,Sequoia India,5500000.0
Sleepy Owl,Food,New Delhi,2020,Rukam Capital,0.0
Tricog,Healthtech,Bangalore,2020,"UTEC-The University of Tokyo Edge Capital, Aflac Ventures, LLC, Dream Incubator, TeamFund",10500000.0
GogoBus,Travel tech,New Delhi,2020,Ixigo,0.0
Trell,Information Technology,Bangalore,2020,"Sequoia’s Surge, Fosun RZ",4000000.0
Spaciya Consultants,Real Estate,Noida,2020,Alok Garg,500000.0
Bounce,Automotive and Rentals,Bangalore,2020,InnoVen Capital,6500000.0
Neeman,E-Commerce,Bangalore,2020,Anicut Angel Fund,1000000.0
Chqbook,Finance,Gurugram,2020,Aavishkaar Capital,5000000.0
SMEcorner,Finance,Mumbai,2020,Paragon Partners,30000000.0
Oda Class,EdTech,Bangalore,2020,Yuanfudao,0.0
Spinny,E-tail,Haryana,2020,"Nandan Nilekani, Sanjeev Aggarwal",43700000.0
goStops,Accomodation,New Delhi,2020,Atraxn Partners.,0.0
Umeed Housing,Finance,Haryana,2020,Morgan Stanley Private Equity Asia,23000000.0
Vogo,Automobile,Bangalore,2020,Lightstone Aspada,20000000.0
Flick Stree,AI & Media,Mumbai,2020,Samsung Venture Investment,3000000.0
Qure ai,Healthtech,Mumbai,2020,Sequoia India,16000000.0
MinionLabs,Machine Learning,Bangalore,2020,Indian Angel Network,0.0
Josh Talks,Media,Haryana,2020,Media Development Investment Fund,1500000.0
PhoneParLoan,Finance,New Delhi,2020,Accelerator MOX,0.0
RailYatri,Travel,Noida,2020,"Nandan Nilekani, Samsung Venture Investment Corporation",13800000.0
AjnaLens,Deeptech,Thane,2020,"Maharashtra Defence, Aerospace Venture Fund (MDAVF)",1500000.0
Pepper,Content Marktplace,Mumbai,2020,"Kunal Bahl, Rohit Bansal",306900.0
Rupeek,Finance,Bangalore,2020,"GGV Capital, Bertelsmann India Investments, Binny Bansal, Sequoia India, Accel Partners",30000000.0
iMerit,Information Technology,Kolkata,2020,CDC Group Plc,20000000.0
BharatPe,Finance,New Delhi,2020,Ribbit Capital,75000000.0
Invideo,Visual Media,Bangalore,2020,Sequoia Capital’s Surge,2500000.0
AvalonMeta,EdTech,Bangalore,2020,Peerplays,420000.0
Near Store,E-Commerce,Mumbai,2020,Sauce.vc,300000.0
ElecTorq,Automobile,New Delhi,2020,AdvantEdge,0.0
Prayaan Capital,Finance,Chennai,2020,Accion Venture Lab,1200000.0
Sanfe,Hygiene,New Delhi,2020,"SucSEED Venture Partners, BIRAC, Elixir Pharma, Titan Capital",1100000.0
Go Desi,Foodtech,New Delhi,2020,Rukam Capital,627300.0
Swiggy,Foodtech,Bangalore,2020,Prosus N.V,113000000.0
Whatfix,SaaS,Banglore,2020,Sequoia Capital India,32000000.0
Unacademy,EdTech,Bangalore,2020,"Facebook, General Atlantic, Sequoia India, Nexus Venture Partners, Steadview Capital, Blume Ventures",110000000.0
Zvesta,Proptech,Gurugram,2020,Hindustan Media Ventures,5500000.0
Dunzo,Logistics,Bangalore,2020,Alteria Capital,11000000.0
Digit Insurance,Insurtech,Bangalore,2020,"Virat Kohli, Anushka Sharma",340000.0
Yolo,Transport,Gurugram,2020,Undisclosed,600000.0
SmartVizX,VR & SaaS,Bangalore,2020,Rockstud Capital,1397000.0
MaxWholesale,E-Commerce,New Delhi,2020,"IAN Fund-I,  Al Falaj Investment Company (AFI)",3000000.0
Carbon Clean,Cleantech,Bangalore,2020,"WAVE Equity Partners, Chevron Technology Ventures, Marubeni Corporation.",16000000.0
Onsitego,Sales & Services,Bangalore,2020,Zodius Growth Fund,19000000.0
Genius Corner,EdTech,Noida,2020,"Mahesh Mohta, Jyoti Arora, Nachu Subramanian, Srivats",250000.0
PlanetSpark,EdTech,Gurugram,2020,"Indian Angel Network, Lead Angels, Hyderabad Angels",448500.0
CamCom,AI & Deep learning,Bangalore,2020,"Triton Investment Advisors,",0.0
Simsim,Social Commerce,Bangalore,2020,"Accel Partners, Shunwei Capital, Good Capital",8000000.0
Shuttl,Transport,New Delhi,2020,SIG Global India Fund,7975700.0
HooLiv,Housing & Rentals,New Delhi,2020,Kolte-Patil Family Office,0.0
ClassMonitor,EdTech,Indore,2020,Ashwin Khorana,0.0
Friyey,Co-working,Pune,2020,Tarun Bhalla,0.0
Oga,Fitness,Bangalore,2020,Inflection Point Ventures,330000.0
Big Basket,Estore,Bangalore,2020,Trifecta Capital,3500000.0
CYFIRMA,SaaS,Bangalore,2020,Z3 Partners,0.0
Innoviti,,Bangalore,2020,FMO,5000000.0
Paytm money,Finance,Bangalore,2020,One97 Communications,5600000.0
Vedantu,EdTech,Bangalore,2020,GGV Capital,24000000.0
Yap,Finance,Chennai,2020,"Amrish Rau, Kunal Shah, Jitendra Gupta",1402000.0
Clover,Agritech,Bangalore,2020,"Omnivore, Accel Partners, Mayfield",5500000.0
Nova Credit,Finance,Bangalore,2020,"Kleiner Perkins, Canapi Ventures, Index Ventures, Nyca Partners, General Catalyst.",50000000.0
CodingNinjas,EdTech,New Delhi,2020,Info Edge Ltd,5200000.0
Furlenco,E-Commerce,Bangalore,2020,Chowdry Associates,2200000.0
Brick&Bolt,,Bangalore,2020,Surge,1500000.0
HempStreet,Healthtech,Bangalore,2020,Pharmacon Holdings,1000000.0
MoEngage,Marketing,Bangalore,2020,Eight Roads Ventures,25000000.0
Classplus,EdTech,Bangalore,2020,"Blume Ventures, Sequoia",2500000.0
Chaayos,Food,Bangalore,2020,Think Investment,21500000.0
PetPooja,SaaS,Ahmedabad,2020,Udaan,2000000.0
Altor,Information Technology,Bangalore,2020,Venture Catalysts,0.0
Pepperfry,E-Commerce,Mumbai,2020,Pidilite Industries,40000000.0
FirstCry,E-Commerce,Pune,2020,Softbank’s Vision Fund,296000000.0
BYJU'S,EdTech,Bangalore,2020,General Atlantic,200000000.0
Waycool,Agritech,Chennai,2020,LightBox Ventures,32000000.0
WorkIndia,HR tech,Bangalore,2020,Xiaomi,6000000.0
Qyuki,Media,Mumbai,2020,Info Edge Venture Fund,3500000.0
Leap India,Agritech,Coimbatore,2020,Neev Fund,30000000.0
Picxy,Media,Hyderabad,2020,"FirstCheque, Angellist India, Aakrit Vaish, Ranjith Radhakrishnan",250000.0
Krimanshi,Agritech,Jodhpur,2020,Arunachal Pradesh Social Entrepreneurship Meet,20000.0
NEETprep,EdTech,New Delhi,2020,IndiaQuotient,0.0
Dot Pvt. Ltd,Finance,Gurugram,2020,"PayU, Fosun RZ Capital",8000000.0
Kuku FM,Media,Mumbai,2020,Vertex Ventures,5500000.0
SuperMoney,Finance,Mumbai,2020,Unitus Ventures.,1000000.0
Rebel Foods,Food,Bangalore,2020,Alteria Capital,4900000.0
AlphaVector,E tailor,Bangalore,2020,"Avaana Capital, Titan Capital",0.0
Fox Capital,Finance,Jaipur,2020,Institutional Investors,2500000.0
Tribe Theory,Accomodation,Bangalore,2020,Tim Draper,3500000.0
Fleetx,SaaS,Bangalore,2020,Beenext,1402400.0
Embibe,EdTech,Mumbai,2020,Reliance Industries Limited (RIL),12618300.0
Entri,EdTech,Kochi,2020,Good Capital,1400000.0
Oye! Rickshaw,E-mobility,Bangalore,2020,Chiratae Ventures,10000000.0
Seal Professional,EdTech,Bangalore,2020,Equanimity Ventures,0.0
Sprinng Foods,Food,Mumbai,2020,"Mistletoe, Info Edge Asia",0.0
1MG,Healthtech,Gurugram,2020,Bill & Melinda Gates Foundation,9900000.0
Aagey,Finance,Bangalore,2020,"JITO Angel Network, Ketan Kothari, Girish Jain, Sunil Singhvi, Vinay Jain",0.0
Doubtnut,EdTech,Gurugram,2020,Tencent,15000000.0
AdonMo,Ad-tech,Bangalore,2020,Ant Financial,3000000.0
RACEnergy,E-mobility,Bangalore,2020,"GrowX ventures, Prophetic Ventures",0.0
BharatPe,Finance,New Delhi,2020,Coatue Management,100000000.0
Kisan Network,Agritech,Gurugram,2020,Atsushi Taira,3000000.0
Vogo,Automobile,Bangalore,2020,Lightstone Aspada,35000000.0
Unotech,SaaS,Mumbai,2020,Manish Choksi,2000000.0
Zetwerk,E-Commerce,Bangalore,2020,InnoVen capital,2200000.0
CureSkin,Healthtech,Bangalore,2020,SenseAI Ventures,500000.0
WizKlub,EdTech,Bangalore,2020,Incubate Fund India,982530.0
Interviewbit,EdTech,Pune,2020,"Tiger Global Management, Sequoia Capital India, Singapore’s Economic Development Board (EBD)",200000000.0
MoneyTap,Finance,Bangalore,2020,"Aquiline Technology Growth (ATG), RTP Global, Sequoia India",70185200.0
Uniplatform Tech,SaaS,New Delhi,2020,"Frontline Strategy Finds, SucSEED Venture Partners LLP",0.0
INdwealth,Finance,Gurugram,2020,"Tiger Global, Steadview Capital, DF International Private Partners",12000000.0
Bizongo,E-Commerce,Mumbai,2020,Schroder Adveq,30000000.0
AppsFlyer,SaaS,Bangalore,2020,General Atlantic,210000000.0
Digit Insurance,Insurtech,Bangalore,2020,"A91 Partners, Faering Capital, TVS Capital",84000000.0
Livspace,Interior Design,Bangalore,2020,"Tahoe Investment Group, Mercer Investment",60000000.0
GetVantage,Finance,Mumbai,2020,"Samyakth Capital, Venture Catalysts",0.0
Konfinity,EdTech,Noida,2020,Angel investors,0.0
Pine Labs,Finance,Noida,2020,Mastercard,0.0
Instoried,SaaS,New Delhi,2020,"SOSV, Chinaccelerator",0.0
Nupay,Finance,Haryana,2020,Venture Catalysts,0.0
LogiNext,Transport Automation,Bangalore,2020,"Tiger Global, Steadview Capital",39000000.0
Samosa Singh,Food,Bangalore,2020,She Capital,2700000.0
Crysta,Healthtech,New Delhi,2020,"Green Shots Capital, Alfa Ventures, Real Time Venture, Petrotech, Steel City Securities, Lalit Wadhwa, Dr Kriti Maroli",1403400.0
Eupheus Learning,EdTech,New Delhi,2020,Yuj Ventures,4300000.0
Bounce,Automotive and Rentals,Bangalore,2020,"Accel Partners, B Capital",105000000.0
Park+,Techonology,Bangalore,2020,"Sequoia Capital, Matrix Partners India",11000000.0
Goodmylk,Dairy,Bangalore,2020,"Ginni International, Elisa Khong, Sandeep Singh, VegInvest",400000.0
SmartKarrot,SaaS,Bangalore,2020,Angel investors,1000000.0
Skylo,IoT,Bangalore,2020,SoftBank Group,103000000.0
Tea Trunk,Beverage,Goa,2020,Angel investors,220000.0
Zoomcar,Transport & Rentals,Bangalore,2020,Sony Innovation Fund,30000000.0
Mera Cashier,Finance,Noida,2020,"Amit Singal, Manish Aggarwal",250000.0
Samya AI,SaaS,Bangalore,2020,Sequoia India,6000000.0
Kristal AI,AI,Bangalore,2020,Chiratae Ventures,6000000.0
Invento Robotics,AI Robotics,Bangalore,2020,"Windrose Capital, ITI Growth Opportunities Venture Fund",281300.0
Zimyo,HR tech,Gurugram,2020,Yatra Angel Network (YAN),0.0
Sabse Sasta Dukaan,Pharmaceutical,Kolkata,2020,Angel investors,0.0
Fitphilia,Healthtech,Mumbai,2020,Angel investors,0.0
Medicus,Healthtech,Mumbai,2020,Angel investors,12700.0
Monech,Finance,Mumbai,2020,Angel investors,12700.0
Teach Us,EdTech,Bangalore,2020,Angel investors,12700.0
Dealberg,B2B,Bangalore,2020,Undisclosed,0.0
Phenom People,HR tech,Bangalore,2020,WestBridge Capital,30000000.0
Extra Edge,EdTech,Pune,2020,"Sprout Venture Partners, Indian Angel Network",700000.0
Capital Quotient,Finance,Bangalore,2020,Undisclosed,600000.0
Karfa,E-Commerce,New Delhi,2020,Undisclosed,25000.0
Gamerji,Gaming,Bangalore,2020,La Gajjar Group,400000.0
Bounce,Automotive and Rentals,Bangalore,2020,"Accel Partners, B Capital",97500000.0
Zinier,Artificial Intelligence,Bangalore,2020,ICONIQ Capital,90000000.0
ProEves,Preschool Daycare,New Delhi,2020,1Crowd,507000.0
Toddle,,Bangalore,2020,Matrix Partners India,0.0
Aesthetic Nutrition,Food,Bangalore,2020,DSG Consumer Partners,0.0
Capital Float,Finance,Bangalore,2020,"Sequoia Capital, Ribbit Capital, Amazon, Saif Partners",15000000.0
Ninjacart,B2B,Bangalore,2020,"Flipkart India, Singapore-based GEC3",10000000.0
TechnifyBiz,B2B,Bangalore,2020,"Omnivore, Insitor Impact Asia Fund",2000000.0
Wysh,E-connect,Hyderabad,2020,Kalaari Capital,2000000.0
Keito,AI,Pune,2020,Suma Soft Pvt Ltd,160000.0
Klub,Finance,Bangalore,2020,Sequoia Surge,2000000.0
Aadhar,E-Commerce,Mumbai,2020,"Sprout Venture Partners, JITO Angel Network, LetsVenture",0.0
IncubateHub,Tech hub,Bangalore,2020,Venture Catalysts,0.0
Rage Coffee,FMCG,New Delhi,2020,Refex Capital,0.0
Skilancer,Technology,Noida,2020,Venture Catalysts,0.0
Harappa Education,EdTech,New Delhi,2020,James Murdoch-led Lupa Systems,0.0
Rheo,Entertainment,Bangalore,2020,"Lightspeed Venture Partners, Sequoia Surge",2000000.0
Axio Biosolutions,Health,Bangalore,2020,Omidyar Network India,5200000.0
Techbooze,Consultancy,Bangalore,2020,Space Capital,15000000.0
PayMart,Finance,Chandigarh,2020,"IIM Ahmedabad’s incubator (CIIE.CO),Chandigarh Angels Network",0.0
Testbook,EdTech,Bangalore,2020,Iron Pillar,8400000.0
FabAlley,E-Commerce,Noida,2020,Trifecta Capital,1100000.0
HaikuJAM,,Bangalore,2020,"Lightbox. Social Capital, Dunce Capital",3400000.0
Mamaearth,E-Commerce,Bangalore,2020,Sequoia India,18300000.0
Rentomojo,Rental,Bangalore,2020,GMO Payment Gateway,2000000.0
Zomato,Foodtech,Bangalore,2020,Ant Financial,150000000.0
BYJU'S,EdTech,Bangalore,2020,Tiger Global,200000000.0
Generico,Pharmacy,Mumbai,2020,Alteria Capital,1400000.0
HighRadius,SaaS,Hyderabad,2020,ICONIQ Capital,125000000.0
Chai Kings,Beverage,Chennai,2020,The Chennai Angels (TCA),1000000.0
Rivigo,Logistics,Gurugram,2020,Trifecta Capital,3400000.0
BuildPan,SaaS,Indore,2020,"HNIs in India, Japan, and the US",0.0
Shiksha,EdTech,Bangalore,2020,Mumbai Angels Network,181000.0
Super Surfaces,Deisgning,Hyderabad,2020,Vishnu Reddy,500000.0
Quicko,Taxation,Ahmedabad,2020,"Zerodha fintech fund, Rainmatter",280000.0
Satin Creditcare,Finance,Gurugram,2020,Austrian Bank,15000000.0
XpressBees,Logistics,Bangalore,2020,Alibaba,10000000.0
FarmERP,Agritech,Pune,2020,TechnoGen,0.0
Wealth Bucket,Finance,Bangalore,2020,"NorthStar, Vinod Khatumal",3000000.0
GoMechanic,Automobile,New Delhi,2020,"Chiratae Ventures, Sequoia Capital, Orios Venture Partners",14700000.0
Fashor,Fashion,Chennai,2020,Sprout venture partners,1000000.0
Leverage Edu,EdTech,New Delhi,2020,"DSG Consumer Partners, Blume Ventures",1500000.0
EpiFi,Finance,Bangalore,2020,"Sequoia India, Ribbit Capital",13200000.0
Purplle,Cosmetics,Mumbai,2020,Verlinvest,8000000.0
Shuttl,Transport,New Delhi,2020,SIG Global India Fund LLP.,8043000.0
Pando,Logitech,Chennai,2020,Chiratae Ventures,9000000.0
Unbox Robotics,Artificial Intelligence,Bangalore,2021,"BEENEXT, Entrepreneur First",1200000.0
upGrad,EdTech,Mumbai,2021,"Unilazer Ventures, IIFL Asset Management",120000000.0
Lead School,EdTech,Mumbai,2021,"GSV Ventures, Westbridge Capital",30000000.0
Bizongo,B2B,Mumbai,2021,"CDC Group, IDG Capital",51000000.0
FypMoney,Finance,Gurugram,2021,"Liberatha Kallat, Mukesh Yadav, Dinesh Nagpal",2000000.0
Urban Company,Home services,New Delhi,2021,Vy Capital,188000000.0
Comofi Medtech,Health,Bangalore,2021,"CIIE.CO, KIIT-TBI",200000.0
Qube Health,Health,Mumbai,2021,Inflection Point Ventures,0.0
Vitra.ai,Information Technology,Bangalore,2021,Inflexor Ventures,0.0
Taikee,E-Commerce,Mumbai,2021,Undisclosed,1000000.0
Fitterfly,Health,Mumbai,2021,"9Unicorns Accelerator Fund, Metaform Ventures",3000000.0
FreeStand,B2B service,New Delhi,2021,"SucSEED Indovation, IIM Calcutta Innovation Park",100000.0
MyDentalPlan,Helathcare,Bangalore,2021,Safe Planet Medicare,700000.0
Freyr Energy,Renewable Energy,Hyderabad,2021,"Impact Partners, C4D Partners",2000000.0
DealShare,E-Commerce,Jaipur,2021,"Tiger Global Management, InnoVen Capital",9000000.0
Tessolve,Electronics,Bangalore,2021,Novo Tellus Capital,40000000.0
Smart Joules,Renewable Energy,New Delhi,2021,"Raintree Family Office, ADB arm",49000000.0
ORAI,Information Technology,Bangalore,2021,Inflection Point Ventures,400000.0
ixamBee,EdTech,New Delhi,2021,"Mumbai Angels, Narendra Shyamsukha",300000.0
CoinSwitch Kuber,Finance,Bangalore,2021,"Paradigm, Kunal Shah",25000000.0
Razorpay,Finance,Bangalore,2021,"Matrix Partners India, GIC",160000000.0
Uable,EdTech,Bangalore,2021,"Chiratae Ventures, JAFCO Asia",0.0
ZFW Hospitality,Food,New Delhi,2021,"Mumbai Angels Network, Expert DOJO",150000.0
Optimized Electrotech,Aeorspace,Ahmadabad,2021,GVFL,1800000.0
Northern Arc,Finance,Chennai,2021,"Kotak Mahindra Bank, FMO",5000000.0
Chara,Deep Tech,Bangalore,2021,Kalaari Capital,850000.0
Sirona Hygiene,Health,New Delhi,2021,"NB Ventures, IAN Fund",3000000.0
Pristyn Care,Health,Gurugram,2021,"Sequoia Capital India, Hummingbird Ventures",53000000.0
TrulyMadly,Dating,New Delhi,2021,"Gaurav Munjal, Snehil Khanor",2000000.0
Vidyakul,EdTech,Bangalore,2021,"JITO Angel Network, SOSV",500000.0
Jambox Games,Gaming,Bangalore,2021,Undisclosed,1100000.0
Miko,Robotics,Mumbai,2021,"Chiratae Ventures, YourNest Venture Capital",6000000.0
SuperK,Retail,Andhra Pradesh,2021,STRIVE VC,800000.0
TagZ Foods,Food,Bangalore,2021,Venture Catalysts,500000.0
Fuel Buddy,Oil and Energy,New Delhi,2021,Jaipuria Family Office,1000000.0
M1xchange,Finance,Gurugram,2021,Amazon,10000000.0
Spintly,Information Technology,Goa,2021,Riso Capital,500000.0
EF Polymer,Agriculture,Rajsamand,2021,MTG Ventures,200000.0
boAt,Electronics,New Delhi,2021,"Qualcomm Ventures, Warburg Pincus",6000000.0
TruNativ,Food,Mumbai,2021,9Unicorns,0.0
iBus,Telecommuncation,Bangalore,2021,Morgan Stanley,21000000.0
Puresh Daily,Milk startup,Ranchi,2021,"Alfa Ventures, Agility Venture Partners",100000.0
LearnVern,EdTech,Ahmadabad,2021,Undisclosed,1000000.0
LimeChat,AI Chatbot,Faridabad,2021,"Stellaris Venture Partners, Ramakant Sharma",7500000.0
Dybo,Information Technology,Bangalore,2021,Spanache,100000.0
moEVing,Logistics,Gurugram,2021,Undisclosed,1000000.0
WeWork India,Hospitality,Bangalore,2021,Undisclosed,26000000.0
Solethreads,Fashion,Gurugram,2021,"DSG Consumer Partners, Saama Capital",1000000.0
Beldara,E-Commerce,Mumbai,2021,Hindustan Media Ventures,7400000.0
CredFlow,Finance,New Delhi,2021,"Stellaris Venture Partners, Omidyar Network India, Flourish Ventures",2000000.0
Do Your Thng,Marketing,Gurugram,2021,"Angelbay Holdings, Faad Network",1500000.0
Oye Rickshaw,Transportation,Gurugram,2021,"Alteria Capital, Chiratae Ventures",3000000.0
Legitquest,LegalTech,New Delhi,2021,"WaterBridge Ventures, Info Edge",600000.0
Swiggy,Food delivery,Bangalore,2021,"Carmignac, Falcon Edge Capital",800000000.0
AntWak,EdTech,Bangalore,2021,"Vaibhav Domkundwar, Kunal Shah",0.0
PlayShifu,EdTech,Bangalore,2021,"Chiratae Ventures, Bharat Innovation Fund",17000000.0
Pitstop,Automobile,Bangalore,2021,"Acko Technology, Services, LetsVenture",3500000.0
Lendingkart,Finance,Gujarat,2021,"Bertelsmann India Investments, Fullerton Financial Holdings",15000000.0
CRED,Finance,Bangalore,2021,"Dragoneer Investment Group, Tiger Global Management",215000000.0
Karnival,SaaS,Bangalore,2021,The 100X Team,2500000.0
PharmEasy,Health,Mumbai,2021,"TPG Growth, Caisse de Depot et Placement du Quebec",350000000.0
WESS,Renewable Energy,Mumbai,2021,Centrum Financial Services,2000000.0
ShopSe,Finance,Mumbai,2021,"Chiratae Ventures, BEENEXT",5500000.0
Fantasy Akhada,Fantasy sports,Gurugram,2021,Harsha Bhogle,600000.0
Rage Coffee,Food,New Delhi,2021,"GetVantage, Prakash Katama",0.0
Groww,Finance,Bangalore,2021,"Tiger Global Management, Y Combinator Continuity Fund",83000000.0
Avanti Finance,Finance,Bangalore,2021,Michael & Susan Dell Foundation,26000000.0
Kudos,Finance,Pune,2021,Marquee fintech founders,0.0
OfBusiness,Finance,Gurugram,2021,"Falcon Edge India, Norwest Venture Partners",110000000.0
Superpro.ai,Video communication,Bangalore,2021,"SOSV, Omphalos Ventures India",3000000.0
ShareChat,Social Media,Bangalore,2021,"Twitter Ventures, Pawan Munjal",500000000.0
WiT-ACE,Skill development,Gurugram,2021,CitiusTech,1000000.0
Spinny,Retail,Gurugram,2021,"Arena Holdings, Think Investments",65000000.0
Alteria Capital,Finance,Mumbai,2021,Undisclosed,150000000000.0
Safexpay,Finance,Thane,2021,"T Choithrams BVI, Ardor",6000000.0
PumPumPum,Rental,Gurugram,2021,"Kogta Financial India Limited, ICICI Bank",700000.0
Speciale Invest,Finance,Bangalore,2021,Undisclosed,10000000.0
Eunimart,E-Commerce,Hyderabad,2021,"SucSEED Venture Partners, TMT Connekt",700000.0
Meesho,E-Commerce,Bangalore,2021,"SAIF Partners, Venture Highway",300000000.0
CareerLabs,EdTech,Bangalore,2021,Global Founders Capital,2200000.0
Uable,EdTech,Bangalore,2021,"JAFCO Asia, Chiratae Ventures",35000000.0
Zoko,Information Technology,Bangalore,2021,Y Combinator,140000000.0
GetWork,Recruitment,Gurugram,2021,Artha Venture Fund,200000.0
Easebuzz,E-Commerce,Pune,2021,"Jitendra Gupta, Amrish Rau",4000000.0
Chingari,Social Media,Bangalore,2021,"FJ Labs, Brian Norgard",13000000.0
DusMinute,Retail,Bangalore,2021,Indian Angel Network,1100000.0
Onsurity,Health,Bangalore,2021,"Jitendra Gupta, Harsh Shah",1680000.0
Karbon Card,Finance,Bangalore,2021,Y Combinator,0.0
Factors.AI,SaaS,Bangalore,2021,"Elevation Partners, Emergent Ventures",2000000.0
Elevar,Sports,Mumbai,2021,"Kalaari Capital, Dream Capital",2000000.0
Studio Sirah,Computer Games,Bangalore,2021,Lumikai,800000.0
OTO Capital,Finance,Mumbai,2021,Matrix Partners India,6000000.0
1Bridge,Consumer Goods,Bangalore,2021,C4D Partners,2500000.0
Skeps,Finance,Gurugram,2021,Bertelsmann India,9500000.0
Curefoods,Food,Bangalore,2021,"Iron Pillar, Nordstar, Binny Bansal",13000000.0
TartanSense,Information Technology,Bangalore,2021,"FMC, Omnivore, Blume Ventures",5000000.0
Bewakoof,Fashion,Mumbai,2021,InvestCorp,8000000.0
Kirana247,Logistics,New Delhi,2021,Undisclosed,1000000.0
FanPlay,Computer Games,New Delhi,2021,"Pritesh Kumar, Bharat Gupta",1680000.0
NeoDocs,Healthtech,Mumbai,2021,"Y Combinator, 9Unicorns, Titan Capital",0.0
IsGoingOnline,Retail,Cochin,2021,"Unicorn India Ventures, SEA Fund, Devdatt Shah",200000.0
Camp K12,EdTech,Gurugram,2021,"Matrix Partners India, Elevation Capital",12000000.0
Elda Health,Healthcare,Bangalore,2021,"Avaana Capital, Orios Ventures",1500000.0
Sporjo,SportsTech,Mumbai,2021,Punit Balan,2000000.0
Advantage Club,HRTech,Mumbai,2021,"Y Combinator, Broom Ventures, Kunal Shah",1700000.0
SuperGaming,Gaming,Pune,2021,"Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures",5500000.0
Ruptok,Finance,New Delhi,2021,Eclear Leasing,1000000.0
O’ Be Cocktails,Wine & Spirits,Bangalore,2021,"First Cheque, Letsventure",400000.0
Zetwerk,Mechanical & Industrial Engineering,Bangalore,2021,Undisclosed,150000000.0
AppsForBharat,Spiritual,Bangalore,2021,"Sequoia Capital India, BEENEXT",4000000.0
Imagimake,Consumer Goods,Mumbai,2021,Velocity,0.0
Khatabook,Finance,Bangalore,2021,"Tribe Capital, Moore Strategic Ventures (MSV)",100000000.0
Smytten,Consumer Goods,Gurugram,2021,Fireside Ventures,6000000.0
Syook,Industrial Automation,Bangalore,2021,"Inflection Point Ventures, ONGC",1000000.0
Akudo,Finance,Bangalore,2021,"Y Combinator, Incubate Fund India",0.0
NOTO,Consumer Goods,Mumbai,2021,"Titan Capital, Rockstud Capital,  John Abraham, WEH Ventures",500000.0
Lumiq,Information Technology,Noida,2021,Info Edge Ventures,2000000.0
CommerceUp,Information Technology,Gurugram,2021,NB Ventures,0.0
Breathe Well-being,Health,Gurugram,2021,Accel,5500000.0
Hike,Information Technology,New Delhi,2021,"Binny Bansal, Kunal Shah",0.0
House of Kieraya,Lifestyle,Bangalore,2021,TradeCred,15000000.0
goEgoNetwork,Automobile,Pune,2021,Undisclosed,2000000.0
Probus,IoT,New Delhi,2021,Unicorn India Ventures,500000.0
DrinkPrime,Consumer Goods,Bangalore,2021,"UC Inclusive Credit, Western Capital",1000000.0
Smart Express,Logistics,Mumbai,2021,"IIFL India Private Equity Fund, Smiti Holding & Trading Company",10000000.0
Smallcase,Finance,Bangalore,2021,Faering Capital,40000000.0
